region,category,parameter,mode,powertrain,year,unit,value
Canada,Historical,EV charging points,EV,Publicly available fast,2013,charging points,7
Canada,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1200
Canada,Historical,EV charging points,EV,Publicly available fast,2014,charging points,55
Canada,Historical,EV charging points,EV,Publicly available slow,2014,charging points,2300
Canada,Historical,EV charging points,EV,Publicly available fast,2015,charging points,63
Canada,Historical,EV charging points,EV,Publicly available slow,2015,charging points,3400
Canada,Historical,EV charging points,EV,Publicly available fast,2016,charging points,140
Canada,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3900
Canada,Historical,EV charging points,EV,Publicly available fast,2017,charging points,670
Canada,Historical,EV charging points,EV,Publicly available slow,2017,charging points,5200
Canada,Historical,EV charging points,EV,Publicly available fast,2018,charging points,840
Canada,Historical,EV charging points,EV,Publicly available slow,2018,charging points,7100
Canada,Historical,EV charging points,EV,Publicly available fast,2019,charging points,980
Canada,Historical,EV charging points,EV,Publicly available slow,2019,charging points,8000
Canada,Historical,EV charging points,EV,Publicly available fast,2020,charging points,2300
Canada,Historical,EV charging points,EV,Publicly available slow,2020,charging points,11000
Canada,Historical,EV charging points,EV,Publicly available fast,2021,charging points,3100
Canada,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000
Canada,Historical,EV charging points,EV,Publicly available fast,2022,charging points,3900
Canada,Historical,EV charging points,EV,Publicly available slow,2022,charging points,17000
Canada,Historical,EV charging points,EV,Publicly available fast,2023,charging points,4800
Canada,Historical,EV charging points,EV,Publicly available slow,2023,charging points,22000
Chile,Historical,EV charging points,EV,Publicly available fast,2011,charging points,1
Chile,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1
Chile,Historical,EV charging points,EV,Publicly available fast,2012,charging points,4
Chile,Historical,EV charging points,EV,Publicly available slow,2012,charging points,6
Chile,Historical,EV charging points,EV,Publicly available fast,2013,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2013,charging points,8
Chile,Historical,EV charging points,EV,Publicly available fast,2014,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2014,charging points,13
Chile,Historical,EV charging points,EV,Publicly available fast,2015,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2015,charging points,22
Chile,Historical,EV charging points,EV,Publicly available fast,2016,charging points,5
Chile,Historical,EV charging points,EV,Publicly available slow,2016,charging points,22
Chile,Historical,EV charging points,EV,Publicly available fast,2017,charging points,6
Chile,Historical,EV charging points,EV,Publicly available slow,2017,charging points,35
Chile,Historical,EV charging points,EV,Publicly available fast,2018,charging points,8
Chile,Historical,EV charging points,EV,Publicly available slow,2018,charging points,61
Chile,Historical,EV charging points,EV,Publicly available fast,2019,charging points,42
Chile,Historical,EV charging points,EV,Publicly available slow,2019,charging points,130
Chile,Historical,EV charging points,EV,Publicly available fast,2020,charging points,99
Chile,Historical,EV charging points,EV,Publicly available slow,2020,charging points,240
Chile,Historical,EV charging points,EV,Publicly available fast,2021,charging points,120
Chile,Historical,EV charging points,EV,Publicly available slow,2021,charging points,360
Chile,Historical,EV charging points,EV,Publicly available fast,2022,charging points,220
Chile,Historical,EV charging points,EV,Publicly available slow,2022,charging points,440
Chile,Historical,EV charging points,EV,Publicly available fast,2023,charging points,330
Chile,Historical,EV charging points,EV,Publicly available slow,2023,charging points,740
China,Historical,EV charging points,EV,Publicly available fast,2014,charging points,9000
China,Historical,EV charging points,EV,Publicly available slow,2014,charging points,21000
China,Historical,EV charging points,EV,Publicly available fast,2015,charging points,12000
China,Historical,EV charging points,EV,Publicly available slow,2015,charging points,47000
China,Historical,EV charging points,EV,Publicly available fast,2016,charging points,55000
China,Historical,EV charging points,EV,Publicly available slow,2016,charging points,86000
China,Historical,EV charging points,EV,Publicly available fast,2017,charging points,83000
China,Historical,EV charging points,EV,Publicly available slow,2017,charging points,130000
China,Historical,EV charging points,EV,Publicly available fast,2018,charging points,110000
China,Historical,EV charging points,EV,Publicly available slow,2018,charging points,160000
China,Historical,EV charging points,EV,Publicly available fast,2019,charging points,210000
China,Historical,EV charging points,EV,Publicly available slow,2019,charging points,300000
China,Historical,EV charging points,EV,Publicly available fast,2020,charging points,310000
China,Historical,EV charging points,EV,Publicly available slow,2020,charging points,500000
China,Historical,EV charging points,EV,Publicly available fast,2021,charging points,470000
China,Historical,EV charging points,EV,Publicly available slow,2021,charging points,680000
China,Historical,EV charging points,EV,Publicly available fast,2022,charging points,760000
China,Historical,EV charging points,EV,Publicly available slow,2022,charging points,1000000
China,Historical,EV charging points,EV,Publicly available fast,2023,charging points,1200000
China,Historical,EV charging points,EV,Publicly available slow,2023,charging points,1500000
Denmark,Historical,EV charging points,EV,Publicly available fast,2012,charging points,3
Denmark,Historical,EV charging points,EV,Publicly available slow,2012,charging points,900
Denmark,Historical,EV charging points,EV,Publicly available fast,2013,charging points,56
Denmark,Historical,EV charging points,EV,Publicly available slow,2013,charging points,990
Denmark,Historical,EV charging points,EV,Publicly available fast,2014,charging points,120
Denmark,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1600
Denmark,Historical,EV charging points,EV,Publicly available fast,2015,charging points,270
Denmark,Historical,EV charging points,EV,Publicly available slow,2015,charging points,2100
Denmark,Historical,EV charging points,EV,Publicly available fast,2016,charging points,310
Denmark,Historical,EV charging points,EV,Publicly available slow,2016,charging points,4200
Denmark,Historical,EV charging points,EV,Publicly available fast,2017,charging points,370
Denmark,Historical,EV charging points,EV,Publicly available slow,2017,charging points,4200
Denmark,Historical,EV charging points,EV,Publicly available fast,2018,charging points,390
Denmark,Historical,EV charging points,EV,Publicly available slow,2018,charging points,4300
Denmark,Historical,EV charging points,EV,Publicly available fast,2019,charging points,450
Denmark,Historical,EV charging points,EV,Publicly available slow,2019,charging points,4500
Denmark,Historical,EV charging points,EV,Publicly available fast,2020,charging points,560
Denmark,Historical,EV charging points,EV,Publicly available slow,2020,charging points,5400
Denmark,Historical,EV charging points,EV,Publicly available fast,2021,charging points,240
Denmark,Historical,EV charging points,EV,Publicly available slow,2021,charging points,7000
Denmark,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1200
Denmark,Historical,EV charging points,EV,Publicly available slow,2022,charging points,8300
Denmark,Historical,EV charging points,EV,Publicly available fast,2023,charging points,3000
Denmark,Historical,EV charging points,EV,Publicly available slow,2023,charging points,14000
EU27,Historical,EV charging points,EV,Publicly available slow,2010,charging points,7300
EU27,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1500
EU27,Historical,EV charging points,EV,Publicly available fast,2011,charging points,6.099999904632568
EU27,Historical,EV charging points,EV,Publicly available fast,2012,charging points,59
EU27,Historical,EV charging points,EV,Publicly available slow,2012,charging points,8900
EU27,Historical,EV charging points,EV,Publicly available slow,2013,charging points,15000
EU27,Historical,EV charging points,EV,Publicly available fast,2013,charging points,400
EU27,Historical,EV charging points,EV,Publicly available fast,2014,charging points,690
EU27,Historical,EV charging points,EV,Publicly available slow,2014,charging points,23000
EU27,Historical,EV charging points,EV,Publicly available slow,2015,charging points,42000
EU27,Historical,EV charging points,EV,Publicly available fast,2015,charging points,2100
EU27,Historical,EV charging points,EV,Publicly available fast,2016,charging points,3100
EU27,Historical,EV charging points,EV,Publicly available slow,2016,charging points,72000
EU27,Historical,EV charging points,EV,Publicly available slow,2017,charging points,81000
EU27,Historical,EV charging points,EV,Publicly available fast,2017,charging points,5600
EU27,Historical,EV charging points,EV,Publicly available fast,2018,charging points,8600
EU27,Historical,EV charging points,EV,Publicly available slow,2018,charging points,98000
EU27,Historical,EV charging points,EV,Publicly available slow,2019,charging points,140000
EU27,Historical,EV charging points,EV,Publicly available fast,2019,charging points,12000
EU27,Historical,EV charging points,EV,Publicly available fast,2020,charging points,19000
EU27,Historical,EV charging points,EV,Publicly available slow,2020,charging points,180000
EU27,Historical,EV charging points,EV,Publicly available slow,2021,charging points,260000
EU27,Historical,EV charging points,EV,Publicly available fast,2021,charging points,29000
EU27,Historical,EV charging points,EV,Publicly available fast,2022,charging points,49000
EU27,Historical,EV charging points,EV,Publicly available slow,2022,charging points,380000
EU27,Historical,EV charging points,EV,Publicly available slow,2023,charging points,510000
EU27,Historical,EV charging points,EV,Publicly available fast,2023,charging points,82000
Europe,Historical,EV charging points,EV,Publicly available slow,2010,charging points,3200
Europe,Historical,EV charging points,EV,Publicly available slow,2011,charging points,6100
Europe,Historical,EV charging points,EV,Publicly available fast,2011,charging points,24
Europe,Historical,EV charging points,EV,Publicly available fast,2012,charging points,160
Europe,Historical,EV charging points,EV,Publicly available slow,2012,charging points,16000
Europe,Historical,EV charging points,EV,Publicly available slow,2013,charging points,25000
Europe,Historical,EV charging points,EV,Publicly available fast,2013,charging points,780
Europe,Historical,EV charging points,EV,Publicly available fast,2014,charging points,1400
Europe,Historical,EV charging points,EV,Publicly available slow,2014,charging points,37000
Europe,Historical,EV charging points,EV,Publicly available slow,2015,charging points,59000
Europe,Historical,EV charging points,EV,Publicly available fast,2015,charging points,3800
Europe,Historical,EV charging points,EV,Publicly available fast,2016,charging points,5700
Europe,Historical,EV charging points,EV,Publicly available slow,2016,charging points,94000
Europe,Historical,EV charging points,EV,Publicly available slow,2017,charging points,110000
Europe,Historical,EV charging points,EV,Publicly available fast,2017,charging points,9300
Europe,Historical,EV charging points,EV,Publicly available fast,2018,charging points,13000
Europe,Historical,EV charging points,EV,Publicly available slow,2018,charging points,130000
Europe,Historical,EV charging points,EV,Publicly available slow,2019,charging points,170000
Europe,Historical,EV charging points,EV,Publicly available fast,2019,charging points,20000
Europe,Historical,EV charging points,EV,Publicly available fast,2020,charging points,30000
Europe,Historical,EV charging points,EV,Publicly available slow,2020,charging points,220000
Europe,Historical,EV charging points,EV,Publicly available slow,2021,charging points,310000
Europe,Historical,EV charging points,EV,Publicly available fast,2021,charging points,43000
Europe,Historical,EV charging points,EV,Publicly available fast,2022,charging points,68000
Europe,Historical,EV charging points,EV,Publicly available slow,2022,charging points,440000
Europe,Historical,EV charging points,EV,Publicly available slow,2023,charging points,590000
Europe,Historical,EV charging points,EV,Publicly available fast,2023,charging points,110000
Finland,Historical,EV charging points,EV,Publicly available fast,2013,charging points,17
Finland,Historical,EV charging points,EV,Publicly available slow,2013,charging points,250
Finland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,26
Finland,Historical,EV charging points,EV,Publicly available slow,2014,charging points,360
Finland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,130
Finland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,710
Finland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,140
Finland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,710
Finland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,140
Finland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,710
Finland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,220
Finland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,710
Finland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,340
Finland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1800
Finland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,410
Finland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,3900
Finland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,770
Finland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,5800
Finland,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1300
Finland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,7700
Finland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2800
Finland,Historical,EV charging points,EV,Publicly available slow,2023,charging points,9300
France,Historical,EV charging points,EV,Publicly available fast,2012,charging points,9
France,Historical,EV charging points,EV,Publicly available slow,2012,charging points,800
France,Historical,EV charging points,EV,Publicly available fast,2013,charging points,100
France,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1700
France,Historical,EV charging points,EV,Publicly available fast,2014,charging points,110
France,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1700
France,Historical,EV charging points,EV,Publicly available fast,2015,charging points,580
France,Historical,EV charging points,EV,Publicly available slow,2015,charging points,9900
France,Historical,EV charging points,EV,Publicly available fast,2016,charging points,1000
France,Historical,EV charging points,EV,Publicly available slow,2016,charging points,19000
France,Historical,EV charging points,EV,Publicly available fast,2017,charging points,1000
France,Historical,EV charging points,EV,Publicly available slow,2017,charging points,20000
France,Historical,EV charging points,EV,Publicly available fast,2018,charging points,1700
France,Historical,EV charging points,EV,Publicly available slow,2018,charging points,23000
France,Historical,EV charging points,EV,Publicly available fast,2019,charging points,2000
France,Historical,EV charging points,EV,Publicly available slow,2019,charging points,28000
France,Historical,EV charging points,EV,Publicly available fast,2020,charging points,3300
France,Historical,EV charging points,EV,Publicly available slow,2020,charging points,31000
France,Historical,EV charging points,EV,Publicly available fast,2021,charging points,4500
France,Historical,EV charging points,EV,Publicly available slow,2021,charging points,50000
France,Historical,EV charging points,EV,Publicly available fast,2022,charging points,9700
France,Historical,EV charging points,EV,Publicly available slow,2022,charging points,74000
France,Historical,EV charging points,EV,Publicly available fast,2023,charging points,20000
France,Historical,EV charging points,EV,Publicly available slow,2023,charging points,98000
Germany,Historical,EV charging points,EV,Publicly available fast,2012,charging points,18
Germany,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1500
Germany,Historical,EV charging points,EV,Publicly available fast,2013,charging points,47
Germany,Historical,EV charging points,EV,Publicly available slow,2013,charging points,2400
Germany,Historical,EV charging points,EV,Publicly available fast,2014,charging points,120
Germany,Historical,EV charging points,EV,Publicly available slow,2014,charging points,2600
Germany,Historical,EV charging points,EV,Publicly available fast,2015,charging points,470
Germany,Historical,EV charging points,EV,Publicly available slow,2015,charging points,4600
Germany,Historical,EV charging points,EV,Publicly available fast,2016,charging points,630
Germany,Historical,EV charging points,EV,Publicly available slow,2016,charging points,5800
Germany,Historical,EV charging points,EV,Publicly available fast,2017,charging points,1400
Germany,Historical,EV charging points,EV,Publicly available slow,2017,charging points,9400
Germany,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2500
Germany,Historical,EV charging points,EV,Publicly available slow,2018,charging points,17000
Germany,Historical,EV charging points,EV,Publicly available fast,2019,charging points,3900
Germany,Historical,EV charging points,EV,Publicly available slow,2019,charging points,26000
Germany,Historical,EV charging points,EV,Publicly available fast,2020,charging points,6200
Germany,Historical,EV charging points,EV,Publicly available slow,2020,charging points,37000
Germany,Historical,EV charging points,EV,Publicly available fast,2021,charging points,9300
Germany,Historical,EV charging points,EV,Publicly available slow,2021,charging points,50000
Germany,Historical,EV charging points,EV,Publicly available fast,2022,charging points,15000
Germany,Historical,EV charging points,EV,Publicly available slow,2022,charging points,71000
Germany,Historical,EV charging points,EV,Publicly available fast,2023,charging points,21000
Germany,Historical,EV charging points,EV,Publicly available slow,2023,charging points,87000
Greece,Historical,EV charging points,EV,Publicly available slow,2013,charging points,10
Greece,Historical,EV charging points,EV,Publicly available fast,2014,charging points,2
Greece,Historical,EV charging points,EV,Publicly available slow,2014,charging points,14
Greece,Historical,EV charging points,EV,Publicly available fast,2015,charging points,2
Greece,Historical,EV charging points,EV,Publicly available slow,2015,charging points,14
Greece,Historical,EV charging points,EV,Publicly available fast,2016,charging points,2
Greece,Historical,EV charging points,EV,Publicly available slow,2016,charging points,15
Greece,Historical,EV charging points,EV,Publicly available fast,2017,charging points,2
Greece,Historical,EV charging points,EV,Publicly available slow,2017,charging points,22
Greece,Historical,EV charging points,EV,Publicly available fast,2018,charging points,10
Greece,Historical,EV charging points,EV,Publicly available slow,2018,charging points,31
Greece,Historical,EV charging points,EV,Publicly available fast,2019,charging points,10
Greece,Historical,EV charging points,EV,Publicly available slow,2019,charging points,63
Greece,Historical,EV charging points,EV,Publicly available fast,2020,charging points,14
Greece,Historical,EV charging points,EV,Publicly available slow,2020,charging points,220
Greece,Historical,EV charging points,EV,Publicly available fast,2021,charging points,100
Greece,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1200
Greece,Historical,EV charging points,EV,Publicly available fast,2022,charging points,190
Greece,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2800
Greece,Historical,EV charging points,EV,Publicly available fast,2023,charging points,330
Greece,Historical,EV charging points,EV,Publicly available slow,2023,charging points,4800
Iceland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,6
Iceland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,11
Iceland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,11
Iceland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,40
Iceland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11
Iceland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,36
Iceland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,32
Iceland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,55
Iceland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,40
Iceland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,150
Iceland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,110
Iceland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,190
Iceland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,290
Iceland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,120
Iceland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,560
Iceland,Historical,EV charging points,EV,Publicly available fast,2022,charging points,180
Iceland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,850
Iceland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,160
Iceland,Historical,EV charging points,EV,Publicly available slow,2023,charging points,1400
India,Historical,EV charging points,EV,Publicly available fast,2016,charging points,25
India,Historical,EV charging points,EV,Publicly available fast,2017,charging points,25
India,Historical,EV charging points,EV,Publicly available slow,2017,charging points,220
India,Historical,EV charging points,EV,Publicly available fast,2018,charging points,25
India,Historical,EV charging points,EV,Publicly available slow,2018,charging points,330
India,Historical,EV charging points,EV,Publicly available fast,2019,charging points,25
India,Historical,EV charging points,EV,Publicly available slow,2019,charging points,330
India,Historical,EV charging points,EV,Publicly available fast,2020,charging points,25
India,Historical,EV charging points,EV,Publicly available slow,2020,charging points,330
India,Historical,EV charging points,EV,Publicly available fast,2021,charging points,32
India,Historical,EV charging points,EV,Publicly available slow,2021,charging points,910
India,Historical,EV charging points,EV,Publicly available fast,2022,charging points,4100
India,Historical,EV charging points,EV,Publicly available slow,2022,charging points,6800
India,Historical,EV charging points,EV,Publicly available fast,2023,charging points,4100
India,Historical,EV charging points,EV,Publicly available slow,2023,charging points,6800
Indonesia,Historical,EV charging points,EV,Publicly available fast,2020,charging points,51
Indonesia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,50
Indonesia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,130
Indonesia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,54
Indonesia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,130
Indonesia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,580
Indonesia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,130
Indonesia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,580
Israel,Historical,EV charging points,EV,Publicly available fast,2015,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available slow,2015,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2016,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available slow,2016,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2017,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available slow,2017,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2018,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available slow,2018,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2019,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available slow,2019,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2020,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2021,charging points,0.10000000149011612
Israel,Historical,EV charging points,EV,Publicly available fast,2022,charging points,270
Israel,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2500
Israel,Historical,EV charging points,EV,Publicly available fast,2023,charging points,710
Israel,Historical,EV charging points,EV,Publicly available slow,2023,charging points,4200
Italy,Historical,EV charging points,EV,Publicly available fast,2012,charging points,1
Italy,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1400
Italy,Historical,EV charging points,EV,Publicly available fast,2013,charging points,6
Italy,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1400
Italy,Historical,EV charging points,EV,Publicly available fast,2014,charging points,10
Italy,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1400
Italy,Historical,EV charging points,EV,Publicly available fast,2015,charging points,70
Italy,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1700
Italy,Historical,EV charging points,EV,Publicly available fast,2016,charging points,170
Italy,Historical,EV charging points,EV,Publicly available slow,2016,charging points,2300
Italy,Historical,EV charging points,EV,Publicly available fast,2017,charging points,390
Italy,Historical,EV charging points,EV,Publicly available slow,2017,charging points,2400
Italy,Historical,EV charging points,EV,Publicly available fast,2018,charging points,570
Italy,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2900
Italy,Historical,EV charging points,EV,Publicly available fast,2019,charging points,860
Italy,Historical,EV charging points,EV,Publicly available slow,2019,charging points,8300
Italy,Historical,EV charging points,EV,Publicly available fast,2020,charging points,1200
Italy,Historical,EV charging points,EV,Publicly available slow,2020,charging points,12000
Italy,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2200
Italy,Historical,EV charging points,EV,Publicly available slow,2021,charging points,20000
Italy,Historical,EV charging points,EV,Publicly available fast,2022,charging points,6500
Italy,Historical,EV charging points,EV,Publicly available slow,2022,charging points,31000
Italy,Historical,EV charging points,EV,Publicly available fast,2023,charging points,8100
Italy,Historical,EV charging points,EV,Publicly available slow,2023,charging points,40000
Japan,Historical,EV charging points,EV,Publicly available fast,2010,charging points,310
Japan,Historical,EV charging points,EV,Publicly available fast,2011,charging points,800
Japan,Historical,EV charging points,EV,Publicly available fast,2012,charging points,1400
Japan,Historical,EV charging points,EV,Publicly available fast,2013,charging points,1800
